,Customer_care_calls,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,On_time,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Gender_F
1207,3,100,3,17,1129,1,0,0,0,0,1,0,1,0,0,1,0,1
6996,3,286,6,5,5588,0,0,0,0,1,0,1,0,0,1,0,0,1
220,3,242,3,29,2381,1,0,0,1,0,0,0,0,1,0,1,0,0
3757,4,188,5,1,5999,1,0,0,0,0,1,0,0,1,0,1,0,1
384,4,236,2,23,3123,1,0,0,0,1,0,0,1,0,1,0,0,0
6911,5,260,6,2,1765,0,0,0,0,0,1,0,0,1,0,1,0,1
5370,4,158,3,5,5782,0,0,0,0,1,0,0,0,1,0,0,1,0
1103,3,104,5,41,1936,1,0,0,0,0,1,1,0,0,0,0,1,1
8738,4,196,3,8,5541,0,1,0,0,0,0,0,0,1,0,0,1,1
1533,3,171,3,28,1075,1,0,1,0,0,0,0,0,1,0,0,1,0
8837,7,254,4,6,1491,1,0,0,0,0,1,0,0,1,0,0,1,1
10587,3,166,3,9,5275,1,0,1,0,0,0,0,0,1,0,0,1,1
8056,5,258,3,1,5719,0,0,0,1,0,0,0,1,0,0,0,1,1
10969,5,234,5,7,1524,0,0,0,0,0,1,1,0,0,0,0,1,0
7949,4,201,8,6,5128,0,0,0,0,0,1,1,0,0,0,0,1,1
3391,4,178,8,5,4120,1,0,0,0,0,1,0,0,1,0,0,1,0
514,4,174,3,9,1682,1,0,0,1,0,0,0,0,1,0,1,0,0
547,5,245,5,6,3592,1,0,0,0,0,1,1,0,0,0,1,0,0
909,4,186,10,42,3521,1,0,1,0,0,0,0,0,1,0,1,0,1
1625,4,236,7,62,2280,1,0,0,0,0,1,0,1,0,0,0,1,0
9536,3,222,4,10,5720,0,1,0,0,0,0,0,0,1,0,0,1,0
7476,7,251,5,8,1616,1,0,0,0,1,0,0,0,1,0,1,0,1
5859,4,159,2,4,4648,1,0,1,0,0,0,0,0,1,0,1,0,0
8769,5,174,5,8,4656,0,0,1,0,0,0,1,0,0,0,0,1,0
6467,4,173,4,1,4684,0,0,0,0,0,1,0,0,1,0,0,1,1
4235,4,246,3,10,4616,1,0,0,0,0,1,0,1,0,0,1,0,0
7941,4,225,8,8,4718,1,0,1,0,0,0,1,0,0,0,1,0,0
3157,4,246,3,7,5616,0,0,0,0,0,1,1,0,0,0,1,0,1
6657,3,188,2,2,4336,0,0,1,0,0,0,0,0,1,0,0,1,1
5450,5,268,3,9,4152,1,1,0,0,0,0,0,0,1,0,0,1,1
4286,3,170,7,7,4373,1,1,0,0,0,0,0,0,1,0,1,0,1
624,4,265,3,65,3578,1,0,0,0,1,0,0,0,1,0,1,0,1
5893,4,260,4,2,4091,1,0,0,0,0,1,1,0,0,0,1,0,0
821,2,98,3,29,1806,1,0,0,0,0,1,1,0,0,0,1,0,1
7249,3,208,2,1,4999,0,0,0,0,0,1,0,1,0,1,0,0,0
466,3,226,2,2,1043,1,0,0,1,0,0,0,0,1,0,0,1,1
5615,2,223,3,9,5653,0,0,0,0,0,1,1,0,0,0,1,0,1
1741,3,237,3,47,3625,1,0,0,0,0,1,0,0,1,0,0,1,0
2156,3,150,2,9,1158,1,1,0,0,0,0,0,0,1,0,1,0,0
5156,5,181,5,2,5324,0,1,0,0,0,0,0,0,1,0,0,1,0
7613,5,131,6,8,4005,1,0,0,0,0,1,0,0,1,0,1,0,0
1942,4,194,4,26,3818,1,0,0,1,0,0,0,0,1,0,0,1,1
10096,5,151,3,9,4895,0,0,0,1,0,0,0,0,1,0,1,0,1
4075,2,228,3,5,4663,0,0,0,0,0,1,0,0,1,1,0,0,0
7754,7,285,4,6,1591,1,1,0,0,0,0,0,0,1,0,1,0,0
6859,5,259,5,10,1177,0,0,0,0,0,1,1,0,0,0,1,0,0
3493,3,166,3,9,4410,0,0,0,0,0,1,0,0,1,0,0,1,0
9572,3,195,5,4,4034,0,1,0,0,0,0,0,1,0,0,1,0,1
1869,3,166,2,45,1741,1,0,1,0,0,0,0,0,1,0,0,1,1
7205,6,254,4,2,1824,0,0,0,0,0,1,0,0,1,0,1,0,1
5518,5,227,5,2,1965,0,0,0,1,0,0,0,0,1,0,0,1,0
4698,4,213,3,2,5722,0,0,0,0,1,0,0,0,1,0,1,0,1
115,3,176,3,36,1779,1,0,0,0,0,1,0,1,0,1,0,0,0
6410,3,220,3,6,5269,1,1,0,0,0,0,0,0,1,1,0,0,1
6215,6,255,4,9,1113,0,0,0,0,0,1,0,0,1,0,1,0,1
860,5,144,6,35,1009,1,1,0,0,0,0,0,0,1,0,0,1,1
7059,3,238,2,3,4723,0,0,1,0,0,0,0,0,1,0,1,0,0
4760,6,290,4,2,1867,1,1,0,0,0,0,0,0,1,0,0,1,0
10468,5,241,5,4,1348,1,0,0,1,0,0,0,0,1,0,1,0,0
6272,6,279,4,7,1447,0,1,0,0,0,0,0,0,1,0,1,0,0
7103,6,139,6,8,1691,1,0,0,0,0,1,0,1,0,0,0,1,0
8042,3,307,5,3,1578,1,1,0,0,0,0,0,0,1,0,1,0,1
975,5,249,3,55,3558,1,0,1,0,0,0,1,0,0,0,0,1,0
1743,6,143,5,17,1955,1,0,1,0,0,0,0,0,1,0,1,0,0
465,3,294,4,15,1318,1,0,1,0,0,0,0,0,1,0,1,0,1
6067,4,163,3,5,4440,0,0,0,0,0,1,0,0,1,0,1,0,1
3863,2,143,6,1,5514,0,0,0,0,0,1,0,0,1,0,0,1,1
506,4,155,3,35,1421,1,1,0,0,0,0,0,0,1,0,0,1,1
8067,3,225,2,2,4438,1,0,1,0,0,0,0,1,0,0,1,0,1
7027,4,214,2,1,4117,1,0,0,0,0,1,0,0,1,1,0,0,1
271,5,182,2,23,2707,1,0,0,0,0,1,1,0,0,0,0,1,1
2667,5,162,4,38,1407,1,0,1,0,0,0,0,0,1,0,0,1,0
2805,3,192,3,64,3233,1,0,1,0,0,0,0,0,1,0,0,1,1
5553,4,267,5,9,4720,1,0,1,0,0,0,0,0,1,0,1,0,0
7735,4,275,5,6,1438,0,0,0,0,0,1,0,0,1,0,1,0,1
6345,3,267,3,8,5337,1,0,1,0,0,0,0,0,1,1,0,0,0
4161,3,260,2,8,5382,0,0,1,0,0,0,0,0,1,0,1,0,0
3376,4,244,2,3,4644,1,0,0,1,0,0,0,0,1,0,1,0,1
6733,4,135,3,2,5016,0,0,0,0,0,1,0,0,1,0,0,1,0
10834,2,114,5,3,4423,0,0,0,1,0,0,1,0,0,1,0,0,0
8919,4,248,5,2,1651,0,0,1,0,0,0,1,0,0,0,0,1,0
8771,5,220,2,8,5073,0,0,0,0,0,1,1,0,0,0,0,1,0
3825,3,268,10,9,4483,0,0,1,0,0,0,0,1,0,0,0,1,0
2750,3,214,8,50,3628,1,1,0,0,0,0,1,0,0,1,0,0,0
7994,4,150,3,10,5767,1,1,0,0,0,0,0,0,1,1,0,0,1
10325,3,188,5,7,5673,0,0,0,0,0,1,0,0,1,0,0,1,0
9893,5,211,3,7,5983,1,0,0,0,0,1,0,0,1,0,0,1,1
3184,4,159,5,4,4666,1,0,0,1,0,0,0,0,1,0,1,0,0
7262,5,240,2,4,4447,1,1,0,0,0,0,1,0,0,0,0,1,0
3771,2,203,4,10,5764,0,0,1,0,0,0,0,0,1,0,0,1,0
9458,5,271,5,4,1353,0,1,0,0,0,0,1,0,0,0,1,0,0
808,4,163,5,24,1658,1,0,0,1,0,0,0,1,0,0,1,0,0
9524,3,258,3,5,4494,0,1,0,0,0,0,0,0,1,0,1,0,1
3721,5,230,4,4,4782,1,0,0,0,0,1,0,0,1,0,1,0,1
54,4,203,3,12,3539,1,0,0,0,1,0,0,0,1,1,0,0,0
5700,3,275,2,5,5393,1,0,0,0,1,0,0,0,1,0,1,0,1
6616,5,237,5,6,1084,0,0,0,1,0,0,0,0,1,0,0,1,0
3719,3,252,4,4,4303,0,0,0,0,0,1,0,0,1,1,0,0,0
2953,4,184,3,63,3609,1,0,0,0,0,1,0,0,1,0,1,0,1
4152,5,160,3,10,5527,0,0,0,0,1,0,0,0,1,1,0,0,0
7148,6,247,4,8,1941,0,1,0,0,0,0,0,0,1,0,0,1,0
4985,6,152,2,3,1340,0,0,0,0,0,1,0,0,1,0,1,0,1
786,4,210,3,16,2046,1,0,0,0,1,0,0,0,1,0,1,0,0
2620,2,120,2,13,1240,1,0,0,1,0,0,0,0,1,0,0,1,0
2954,5,145,2,48,1834,1,1,0,0,0,0,0,0,1,0,0,1,0
1774,3,180,2,33,1444,1,0,0,1,0,0,0,1,0,0,1,0,0
6278,6,261,4,8,1397,1,1,0,0,0,0,0,1,0,0,0,1,1
1563,3,145,2,25,1851,1,0,1,0,0,0,0,0,1,1,0,0,0
72,5,232,3,33,2998,1,0,0,0,1,0,0,0,1,0,0,1,1
9323,4,262,3,6,5381,0,0,0,0,0,1,1,0,0,0,1,0,0
9924,6,267,4,10,1580,0,0,0,0,1,0,0,0,1,0,1,0,0
6503,5,244,5,10,1699,0,0,0,0,0,1,0,0,1,0,1,0,0
7859,5,189,2,2,4636,1,0,0,0,0,1,0,0,1,0,0,1,0
10428,4,185,2,4,5428,0,0,0,0,1,0,1,0,0,0,1,0,1
8105,4,237,2,1,5261,0,0,0,0,0,1,0,0,1,0,1,0,1
4583,2,170,3,7,4284,1,0,0,0,0,1,0,0,1,1,0,0,1
1472,4,233,2,45,2732,1,1,0,0,0,0,0,0,1,0,1,0,1
7525,4,174,3,3,4846,1,0,0,0,0,1,0,1,0,0,1,0,1
690,5,150,2,60,1034,1,0,0,0,1,0,1,0,0,0,1,0,0
877,4,222,3,25,2582,1,0,0,0,0,1,0,0,1,0,0,1,0
253,2,160,3,19,1399,1,0,0,0,0,1,0,1,0,0,1,0,1
7840,3,201,3,7,4890,0,0,0,1,0,0,0,0,1,0,0,1,0
9675,7,277,5,1,1700,1,0,1,0,0,0,0,0,1,0,1,0,1
1046,3,231,2,24,2177,1,1,0,0,0,0,0,0,1,0,0,1,1
9778,3,263,3,4,4208,0,0,0,1,0,0,0,0,1,0,0,1,1
8768,5,137,3,5,4814,0,1,0,0,0,0,1,0,0,0,0,1,1
3226,4,271,3,4,4743,1,0,0,1,0,0,0,0,1,0,0,1,0
3452,5,123,2,9,5497,0,1,0,0,0,0,0,0,1,0,1,0,1
1182,3,140,2,55,1847,1,0,0,0,1,0,0,0,1,0,0,1,0
7018,6,206,6,8,4243,1,0,0,1,0,0,0,0,1,0,0,1,1
6606,4,138,3,7,1597,1,0,0,0,1,0,0,0,1,0,0,1,1
455,4,149,3,54,1178,1,0,0,0,0,1,0,0,1,0,0,1,0
10756,2,160,5,3,1645,0,0,0,1,0,0,0,0,1,0,1,0,1
5822,5,229,2,1,5724,0,1,0,0,0,0,0,0,1,0,0,1,0
6222,7,276,4,9,1519,1,0,0,0,1,0,0,0,1,0,1,0,1
4308,4,224,3,9,5283,1,0,0,0,1,0,0,0,1,0,0,1,1
10489,3,169,2,6,4033,0,0,0,0,0,1,0,0,1,0,1,0,0
9890,3,247,3,4,5844,0,1,0,0,0,0,0,0,1,0,1,0,1
8763,3,257,2,9,5085,1,0,1,0,0,0,1,0,0,0,1,0,1
10264,3,136,3,4,5368,0,0,0,1,0,0,0,1,0,0,1,0,1
2965,3,126,2,29,1192,1,0,0,0,0,1,0,0,1,0,1,0,1
832,2,251,3,2,3351,1,0,0,1,0,0,1,0,0,0,1,0,1
5774,4,243,5,4,1633,1,1,0,0,0,0,0,0,1,0,0,1,1
7951,6,306,4,8,1465,0,0,0,0,0,1,1,0,0,0,1,0,1
5120,5,176,3,9,5656,0,1,0,0,0,0,0,0,1,0,1,0,0
3807,3,172,6,1,4618,0,0,1,0,0,0,0,0,1,0,0,1,1
9970,5,163,2,6,5253,1,0,0,1,0,0,0,0,1,1,0,0,0
4123,3,184,3,1,4161,0,0,0,0,0,1,1,0,0,0,0,1,0
6845,4,186,2,2,5604,1,0,0,0,0,1,1,0,0,0,1,0,0
4174,6,215,5,5,4362,0,0,0,1,0,0,0,0,1,0,0,1,1
8258,4,263,5,10,1762,0,1,0,0,0,0,0,0,1,0,1,0,1
8690,3,243,3,1,4623,0,1,0,0,0,0,0,0,1,0,1,0,0
10308,3,209,3,8,5591,0,0,0,0,1,0,0,0,1,0,0,1,0
4171,3,159,2,3,4876,0,0,0,0,0,1,0,0,1,0,0,1,1
10844,5,150,3,7,5980,0,1,0,0,0,0,0,0,1,0,0,1,1
10635,4,205,2,10,4641,1,0,1,0,0,0,0,0,1,0,0,1,0
6502,5,249,5,10,1561,0,0,0,1,0,0,0,0,1,0,0,1,0
2438,2,117,3,44,1192,1,1,0,0,0,0,0,0,1,0,1,0,0
907,5,165,2,54,1190,1,0,0,0,0,1,0,0,1,1,0,0,0
7590,4,274,3,7,4477,1,0,0,0,1,0,0,0,1,0,0,1,1
9434,3,146,5,10,1737,0,1,0,0,0,0,0,1,0,0,1,0,0
3595,4,233,2,5,4668,0,0,0,0,0,1,0,0,1,0,1,0,1
3667,4,184,3,2,4124,1,0,0,0,0,1,0,0,1,0,0,1,1
1709,3,152,2,32,1665,1,0,0,0,0,1,0,0,1,0,1,0,0
10781,4,267,5,2,1307,1,0,0,0,0,1,0,0,1,0,0,1,1
536,2,154,4,17,1897,1,1,0,0,0,0,0,1,0,1,0,0,1
10387,5,217,2,9,4345,0,0,0,0,0,1,0,1,0,0,1,0,1
7574,3,270,3,5,4843,1,1,0,0,0,0,0,0,1,0,0,1,0
9667,4,251,5,6,1434,0,0,0,0,0,1,0,0,1,0,0,1,1
3946,5,256,6,5,5614,1,0,0,1,0,0,0,1,0,0,0,1,1
6736,5,214,2,10,5192,0,0,0,1,0,0,0,0,1,0,1,0,1
4808,2,151,4,6,1803,0,1,0,0,0,0,1,0,0,0,1,0,1
5440,3,225,2,6,5274,1,0,0,1,0,0,0,0,1,1,0,0,0
1834,5,234,2,44,2548,1,0,0,1,0,0,0,0,1,0,0,1,0
9223,4,141,2,10,5907,1,0,0,0,0,1,0,0,1,0,1,0,1
8549,6,278,4,2,1167,1,0,0,0,0,1,0,0,1,0,1,0,0
3487,4,249,3,6,5657,1,0,0,0,0,1,0,0,1,0,0,1,1
5714,4,258,7,3,4538,1,1,0,0,0,0,0,0,1,0,0,1,0
223,4,116,3,9,1314,1,0,0,0,0,1,0,0,1,0,0,1,1
9088,3,225,4,10,4460,1,0,0,1,0,0,0,0,1,0,1,0,0
9568,4,169,3,10,4309,1,0,0,1,0,0,0,1,0,0,1,0,0
3601,3,143,4,7,4486,0,0,0,0,0,1,0,0,1,0,0,1,1
9138,4,231,5,6,1231,0,0,0,0,1,0,0,0,1,0,0,1,0
1187,6,154,10,14,1204,1,0,0,0,0,1,0,0,1,0,0,1,1
244,2,142,3,8,6064,1,0,0,1,0,0,0,0,1,0,0,1,1
6581,5,248,5,7,1475,1,0,0,0,0,1,1,0,0,0,1,0,1
4444,2,150,2,9,4917,1,0,0,1,0,0,0,0,1,0,0,1,1
1232,4,166,3,5,1610,1,1,0,0,0,0,1,0,0,0,1,0,0
9030,6,240,6,3,5967,1,0,0,0,1,0,0,1,0,0,1,0,0
9322,5,159,3,5,4930,0,0,0,1,0,0,1,0,0,0,1,0,0
4767,4,194,3,9,5804,0,0,1,0,0,0,0,0,1,0,0,1,1
5019,6,291,4,5,1327,0,0,1,0,0,0,0,0,1,0,1,0,1
5636,4,206,2,10,4437,0,1,0,0,0,0,0,0,1,0,0,1,1
10221,4,237,5,9,1978,1,0,1,0,0,0,0,0,1,0,1,0,1
3681,4,186,3,6,4524,0,0,1,0,0,0,0,1,0,0,1,0,0
7846,3,252,2,6,4040,1,0,0,1,0,0,0,0,1,0,0,1,1
1844,3,198,2,20,2266,1,1,0,0,0,0,0,0,1,0,0,1,1
8069,4,214,3,1,4717,0,0,0,0,0,1,0,1,0,0,0,1,1
7281,2,140,4,2,4636,1,0,1,0,0,0,0,0,1,1,0,0,1
219,3,270,3,60,3885,1,0,1,0,0,0,0,0,1,0,1,0,0
2580,5,236,2,24,3679,1,0,0,0,1,0,0,1,0,0,1,0,0
4277,4,163,2,3,4099,1,0,0,0,0,1,0,0,1,0,1,0,1
8352,6,302,4,7,1592,0,0,0,0,1,0,1,0,0,0,1,0,1
7129,2,264,3,6,4025,1,0,0,0,0,1,1,0,0,0,0,1,1
887,5,150,3,21,1187,1,0,0,0,0,1,0,0,1,0,0,1,0
8050,6,295,4,10,1600,0,0,0,1,0,0,0,0,1,0,1,0,0
58,5,141,3,41,1367,1,0,0,1,0,0,0,0,1,1,0,0,0
8431,3,250,4,8,4028,1,0,0,0,0,1,0,0,1,0,1,0,1
10254,3,217,3,3,5433,0,0,0,0,1,0,0,1,0,0,0,1,0
5549,3,168,2,9,5235,1,0,0,0,0,1,0,0,1,0,0,1,0
2105,4,237,2,60,3427,1,0,0,0,0,1,0,0,1,0,0,1,1
3069,4,162,2,8,1386,1,0,1,0,0,0,0,0,1,0,0,1,0
1134,4,177,4,13,1569,1,0,0,0,1,0,0,0,1,0,1,0,1
9850,3,122,4,9,5299,1,0,0,1,0,0,0,1,0,0,1,0,1
6776,4,257,2,5,4127,0,1,0,0,0,0,0,0,1,0,0,1,0
10152,4,274,6,8,1141,1,0,0,0,1,0,1,0,0,0,1,0,0
10049,4,239,4,8,4039,0,0,0,0,0,1,0,0,1,0,0,1,0
3495,4,134,2,7,5967,0,0,1,0,0,0,0,0,1,0,0,1,1
2773,5,171,3,14,1554,1,0,0,0,0,1,0,0,1,1,0,0,0
7765,5,257,5,7,1090,0,0,0,0,0,1,0,0,1,0,1,0,0
885,3,252,4,29,2353,1,0,1,0,0,0,0,0,1,0,1,0,0
7458,4,228,5,6,1853,1,0,0,0,1,0,0,0,1,0,1,0,0
37,2,181,6,16,3605,1,0,0,0,0,1,0,0,1,0,0,1,1
5018,7,306,4,5,1467,0,1,0,0,0,0,0,0,1,0,0,1,0
1706,4,147,5,33,1886,1,1,0,0,0,0,0,0,1,0,0,1,1
9092,5,270,5,8,1862,0,1,0,0,0,0,0,0,1,0,0,1,1
1767,5,272,2,37,2226,1,0,1,0,0,0,0,1,0,0,0,1,1
3191,3,178,3,3,5540,0,0,0,0,0,1,0,0,1,0,1,0,1
10978,4,253,5,2,1362,0,0,0,1,0,0,0,0,1,0,1,0,1
847,3,267,3,62,3589,1,0,0,0,0,1,0,0,1,0,0,1,1
1181,5,174,6,44,1635,1,0,0,0,0,1,0,0,1,0,0,1,0
5688,5,270,4,7,5149,0,0,0,0,1,0,0,0,1,0,0,1,1
4898,4,159,5,7,4063,0,1,0,0,0,0,0,0,1,0,1,0,1
5084,4,133,3,4,5180,1,1,0,0,0,0,1,0,0,0,0,1,0
6854,3,192,3,7,4056,1,1,0,0,0,0,1,0,0,0,1,0,1
4192,4,111,4,10,4711,0,0,0,1,0,0,0,0,1,0,0,1,0
7789,3,153,3,3,4829,0,0,0,0,0,1,0,1,0,0,1,0,1
10734,5,275,5,4,1646,0,0,0,0,1,0,0,0,1,0,1,0,0
8713,4,164,4,1,4257,0,0,0,0,0,1,0,0,1,0,0,1,0
3165,3,178,3,3,4811,0,0,1,0,0,0,1,0,0,0,1,0,0
8018,4,226,5,6,1510,1,1,0,0,0,0,0,0,1,0,0,1,0
6875,5,248,5,4,1284,1,0,0,0,0,1,0,0,1,0,1,0,0
4842,4,225,2,7,5241,1,0,0,0,1,0,0,0,1,0,0,1,0
2769,3,178,3,43,1517,1,0,1,0,0,0,0,0,1,1,0,0,0
9451,5,228,5,9,1924,0,0,0,0,0,1,1,0,0,1,0,0,0
10824,5,244,2,6,5217,0,0,0,0,1,0,1,0,0,0,0,1,0
7461,5,261,5,5,1837,1,0,1,0,0,0,0,0,1,0,1,0,0
10182,6,247,4,3,1118,0,0,0,0,1,0,0,0,1,0,0,1,0
7530,3,174,3,10,4998,1,0,0,0,1,0,1,0,0,0,1,0,1
6864,4,255,5,1,1192,0,0,0,0,1,0,1,0,0,0,1,0,0
6840,4,142,2,2,4472,0,0,0,0,1,0,0,1,0,0,1,0,0
2801,4,245,3,6,2717,1,0,0,0,0,1,0,0,1,0,0,1,0
915,4,258,3,3,3928,1,0,1,0,0,0,0,0,1,0,0,1,0
10369,3,189,6,9,4668,1,0,0,0,0,1,0,0,1,0,1,0,1
5887,3,227,2,10,4290,0,0,0,0,0,1,1,0,0,0,0,1,0
4931,4,205,2,10,4178,1,0,0,0,0,1,1,0,0,0,0,1,0
6277,7,296,4,8,1686,1,0,0,0,0,1,0,1,0,0,1,0,0
6635,3,186,4,6,4403,0,0,0,0,0,1,0,0,1,0,1,0,0
424,4,203,4,34,3813,1,0,0,1,0,0,1,0,0,0,1,0,0
1256,2,180,3,33,1217,1,1,0,0,0,0,0,0,1,0,1,0,0
9112,3,159,3,10,4358,1,0,0,1,0,0,0,0,1,0,1,0,0
267,4,258,3,36,2211,1,0,1,0,0,0,0,1,0,0,0,1,0
3057,5,257,4,31,2040,1,0,1,0,0,0,0,0,1,0,0,1,0
6178,6,275,6,4,4875,0,0,0,1,0,0,1,0,0,0,1,0,0
5217,6,275,4,9,1585,0,0,1,0,0,0,1,0,0,0,1,0,0
8913,6,288,4,9,1405,1,0,1,0,0,0,1,0,0,0,0,1,0
2716,4,146,3,41,1140,1,0,0,1,0,0,0,1,0,0,1,0,0
7737,5,232,6,3,1540,0,0,1,0,0,0,0,0,1,0,0,1,1
8260,6,264,4,9,1922,1,0,0,1,0,0,0,0,1,0,0,1,1
4216,3,194,4,1,5534,0,0,0,1,0,0,0,0,1,0,1,0,0
3555,4,173,3,5,5232,0,0,1,0,0,0,0,1,0,0,1,0,1
5863,5,121,2,4,5231,1,0,0,0,0,1,0,0,1,0,0,1,1
1258,4,266,2,15,3425,1,0,0,1,0,0,0,0,1,0,1,0,1
2151,5,155,2,40,1024,1,0,1,0,0,0,0,0,1,0,0,1,1
10520,4,184,3,9,4500,0,1,0,0,0,0,0,0,1,0,0,1,1
2252,4,173,2,53,1251,1,1,0,0,0,0,0,0,1,0,0,1,0
627,4,190,5,38,3022,1,0,1,0,0,0,0,0,1,1,0,0,1
5086,4,158,3,1,5089,1,0,0,1,0,0,0,0,1,1,0,0,0
7111,5,268,5,10,1660,0,0,0,0,0,1,0,1,0,0,0,1,1
4762,4,149,3,8,1136,0,0,0,1,0,0,0,0,1,0,0,1,1
8443,4,243,3,5,5989,0,0,0,0,0,1,0,0,1,1,0,0,1
8387,4,175,5,10,4498,1,0,0,0,0,1,0,0,1,0,1,0,0
8281,4,256,4,8,5244,1,0,0,0,0,1,0,0,1,0,1,0,1
4294,3,253,3,8,5857,0,0,0,1,0,0,0,0,1,1,0,0,1
8555,7,287,4,9,1667,1,0,0,0,0,1,0,0,1,0,1,0,0
9330,3,154,3,8,5149,1,0,0,0,1,0,1,0,0,0,1,0,1
1689,2,137,3,41,1176,1,0,1,0,0,0,0,0,1,1,0,0,1
6518,4,266,3,10,5221,0,1,0,0,0,0,0,0,1,0,1,0,0
614,5,182,4,20,2212,1,1,0,0,0,0,0,0,1,1,0,0,0
9832,6,217,4,2,4073,0,0,0,1,0,0,0,0,1,0,1,0,1
1018,3,167,2,2,1010,1,0,0,1,0,0,0,0,1,0,1,0,0
592,3,260,3,2,2176,1,0,0,1,0,0,0,0,1,0,0,1,1
6131,5,270,3,9,5807,1,0,0,0,0,1,0,0,1,0,1,0,1
3655,4,191,3,6,5335,1,0,0,0,0,1,0,0,1,1,0,0,1
9380,5,194,4,8,5650,1,1,0,0,0,0,0,0,1,0,1,0,0
8839,7,255,4,8,1088,1,0,0,0,0,1,0,0,1,0,0,1,1
5243,5,134,3,5,5783,1,0,0,0,0,1,0,0,1,1,0,0,1
3902,5,231,3,2,4735,0,1,0,0,0,0,0,0,1,0,0,1,1
889,5,198,4,65,3407,1,0,0,0,0,1,0,0,1,1,0,0,0
734,3,265,8,2,3622,1,1,0,0,0,0,0,0,1,0,1,0,0
8672,3,224,3,8,5869,0,1,0,0,0,0,0,0,1,0,0,1,0
709,7,192,3,38,1372,1,0,0,0,0,1,0,0,1,0,1,0,0
3650,3,165,3,3,5409,0,1,0,0,0,0,0,0,1,0,1,0,0
2324,2,255,3,59,1514,1,1,0,0,0,0,1,0,0,0,1,0,0
4694,3,176,2,2,5083,0,1,0,0,0,0,0,0,1,0,1,0,1
5584,3,260,2,7,5738,0,0,0,1,0,0,0,0,1,0,1,0,0
10220,4,245,5,7,1182,0,1,0,0,0,0,0,0,1,0,1,0,0
3917,6,160,5,8,5982,0,0,0,0,0,1,0,0,1,0,0,1,0
10183,5,233,5,3,1398,0,0,0,0,0,1,0,0,1,0,0,1,1
5456,3,240,8,9,4436,1,1,0,0,0,0,0,1,0,0,1,0,0
10789,6,136,3,10,1826,0,0,0,0,0,1,0,0,1,0,1,0,1
10109,2,216,3,9,4032,1,0,0,0,0,1,0,0,1,1,0,0,0
6406,4,212,3,3,5427,1,0,0,1,0,0,0,0,1,0,0,1,0
4806,6,260,4,2,1131,0,0,0,0,1,0,1,0,0,0,0,1,1
1335,4,256,2,10,3128,1,0,1,0,0,0,0,0,1,0,0,1,0
5757,4,233,4,7,1861,0,0,1,0,0,0,1,0,0,0,1,0,0
5850,2,114,5,5,5334,1,0,0,0,1,0,0,0,1,1,0,0,1
1505,4,229,4,32,3518,1,0,0,0,0,1,1,0,0,0,1,0,1
5025,6,292,4,4,1762,1,0,1,0,0,0,0,0,1,0,1,0,0
3202,3,132,2,9,4355,1,0,0,1,0,0,0,0,1,0,1,0,1
4466,2,166,3,8,4968,1,1,0,0,0,0,0,0,1,0,1,0,0
4228,6,220,3,1,5508,0,0,0,1,0,0,0,1,0,0,0,1,0
3965,6,247,3,1,4637,1,0,0,0,0,1,0,1,0,0,1,0,0
5599,4,164,4,1,4365,1,0,0,0,0,1,0,1,0,0,0,1,1
3710,2,237,3,2,5331,0,1,0,0,0,0,1,0,0,0,0,1,0
9576,3,192,4,3,4030,0,0,0,0,1,0,0,1,0,0,0,1,0
5212,4,229,4,3,5340,0,0,0,1,0,0,1,0,0,0,0,1,0
4788,3,195,7,9,5829,0,0,0,0,1,0,0,1,0,0,0,1,1
6417,3,233,3,7,5331,0,0,1,0,0,0,0,1,0,0,0,1,0
2143,3,154,2,56,1300,1,0,0,0,0,1,0,0,1,0,0,1,1
3992,5,178,5,9,4729,1,1,0,0,0,0,0,0,1,0,1,0,1
2879,4,195,2,19,2878,1,0,0,0,0,1,1,0,0,0,0,1,0
3120,3,238,2,34,2726,1,0,0,0,1,0,0,0,1,0,0,1,1
1288,3,222,3,57,2714,1,0,0,1,0,0,0,0,1,0,0,1,0
5563,3,242,2,10,5559,1,0,0,0,0,1,0,0,1,0,1,0,1
1090,4,221,2,54,3065,1,0,0,1,0,0,0,1,0,0,0,1,0
5229,4,268,6,2,4348,0,0,1,0,0,0,0,0,1,0,0,1,0
10591,4,222,2,1,5028,1,0,0,0,0,1,0,0,1,0,1,0,0
1632,3,204,3,49,3225,1,0,0,0,1,0,0,1,0,0,1,0,1
5885,4,231,3,6,4449,1,0,0,0,0,1,0,1,0,0,1,0,1
7969,3,188,6,1,4856,0,0,0,0,0,1,0,0,1,0,0,1,1
7187,5,256,5,5,1080,1,0,0,0,0,1,0,0,1,0,0,1,0
2129,4,165,5,21,1727,1,0,0,0,0,1,0,0,1,0,1,0,0
4594,4,245,3,2,5439,1,0,0,1,0,0,0,0,1,0,0,1,1
8245,3,174,2,4,5692,0,0,0,0,0,1,0,0,1,0,1,0,1
2423,4,226,2,53,3154,1,0,0,0,0,1,0,0,1,1,0,0,0
