,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Gender_F
3684,4,3,258,2,2,4308,0,0,0,1,0,0,1,0,0,1,0,1
2063,4,1,124,2,22,1714,0,0,0,0,1,1,0,0,0,0,1,0
5112,4,3,196,2,4,4203,0,0,0,1,0,0,0,1,0,0,1,1
9517,4,1,208,3,8,4890,0,0,0,0,1,0,0,1,0,0,1,1
2709,3,2,137,3,9,1347,0,1,0,0,0,0,0,1,0,0,1,1
1679,5,2,265,2,24,2415,0,0,0,0,1,0,0,1,1,0,0,0
2713,3,5,226,3,55,2465,0,0,0,0,1,0,1,0,0,0,1,0
7443,4,2,139,8,2,5012,0,1,0,0,0,0,0,1,0,0,1,1
344,5,3,197,4,2,2222,1,0,0,0,0,0,0,1,0,1,0,1
7420,5,4,263,4,10,1995,0,0,1,0,0,0,0,1,0,1,0,1
5627,4,3,248,2,2,4700,0,0,0,0,1,1,0,0,0,0,1,1
5284,7,4,305,4,6,1873,0,0,1,0,0,0,0,1,0,0,1,1
6949,3,4,187,3,9,4725,0,0,0,0,1,0,0,1,0,1,0,1
5671,4,2,246,3,1,5815,0,0,0,0,1,0,0,1,0,1,0,1
5601,4,3,138,3,2,5358,0,1,0,0,0,0,1,0,1,0,0,0
6229,6,3,278,4,4,1716,0,0,0,0,1,0,0,1,0,0,1,0
6952,5,3,135,3,4,5858,0,0,1,0,0,0,0,1,1,0,0,0
7232,5,2,174,4,8,5627,1,0,0,0,0,0,0,1,0,0,1,0
6481,4,4,186,7,9,5418,0,0,0,0,1,0,0,1,0,0,1,0
10279,3,4,168,2,7,4699,0,0,0,0,1,1,0,0,0,0,1,1
6888,7,3,309,4,1,1290,0,0,0,1,0,0,0,1,0,1,0,1
8404,4,1,162,3,6,4343,0,0,1,0,0,0,0,1,0,0,1,0
2695,5,1,224,2,14,2959,0,0,0,0,1,0,0,1,0,1,0,1
200,2,3,139,3,9,1471,1,0,0,0,0,0,0,1,0,1,0,0
9321,3,2,189,3,2,4152,0,1,0,0,0,1,0,0,0,0,1,1
9975,4,2,238,5,9,4618,0,1,0,0,0,0,1,0,0,0,1,0
8753,4,2,229,2,7,4855,0,0,0,0,1,0,1,0,0,0,1,1
5176,5,4,241,4,6,4412,0,0,1,0,0,0,0,1,1,0,0,0
5257,6,1,275,4,5,1228,0,0,0,0,1,0,0,1,0,1,0,1
9948,5,5,217,6,5,1616,0,0,0,1,0,0,0,1,0,0,1,0
10155,4,4,170,3,4,4062,0,1,0,0,0,0,0,1,0,0,1,0
5466,6,1,282,4,4,1716,0,0,0,1,0,0,1,0,0,0,1,0
8560,5,4,221,6,6,1488,0,0,1,0,0,0,0,1,0,0,1,0
2138,2,3,140,2,20,1832,1,0,0,0,0,0,0,1,0,0,1,0
3984,5,1,160,5,1,4672,0,0,0,1,0,1,0,0,0,1,0,1
10511,4,3,190,2,7,5834,0,0,0,0,1,0,0,1,0,1,0,1
1307,3,1,203,2,51,3976,0,0,0,0,1,0,0,1,0,0,1,1
7564,3,4,184,3,7,5438,0,0,1,0,0,0,0,1,0,1,0,0
4421,4,1,159,4,5,5420,0,0,0,0,1,0,0,1,0,1,0,0
10875,3,2,255,3,8,4471,0,1,0,0,0,0,0,1,0,0,1,1
8786,5,1,213,2,10,5607,1,0,0,0,0,0,0,1,1,0,0,1
6648,3,3,232,4,3,5828,0,0,0,1,0,0,0,1,0,0,1,0
5007,3,3,156,7,2,5467,0,1,0,0,0,0,0,1,0,0,1,0
5982,4,3,269,2,2,4158,0,0,0,1,0,0,0,1,0,0,1,0
2894,3,4,98,2,32,1539,1,0,0,0,0,0,0,1,0,1,0,1
9225,5,4,244,6,3,4089,0,1,0,0,0,0,0,1,1,0,0,1
1530,5,2,241,3,39,3743,0,0,0,1,0,0,0,1,0,1,0,0
2806,3,1,187,4,42,3621,0,0,1,0,0,0,0,1,0,0,1,0
1360,5,5,230,2,36,3381,0,0,1,0,0,0,1,0,0,0,1,1
9064,4,3,260,4,5,5307,0,0,1,0,0,0,0,1,0,1,0,1
3804,3,3,157,3,9,5807,0,0,0,1,0,0,0,1,0,1,0,0
2798,2,1,174,3,12,1358,1,0,0,0,0,0,0,1,0,0,1,1
6177,2,1,220,2,6,4382,0,1,0,0,0,1,0,0,0,0,1,1
9842,4,5,155,3,3,5939,1,0,0,0,0,0,1,0,0,0,1,0
477,3,4,254,2,41,3973,0,1,0,0,0,0,0,1,1,0,0,1
10115,4,5,237,5,4,4917,0,0,0,0,1,0,1,0,0,0,1,0
5066,4,2,236,3,9,4725,1,0,0,0,0,1,0,0,0,0,1,0
8774,4,2,242,2,8,5243,1,0,0,0,0,1,0,0,0,0,1,1
10384,3,4,252,2,9,4278,0,0,1,0,0,0,0,1,1,0,0,0
10681,5,4,151,3,4,5522,0,0,0,0,1,1,0,0,0,1,0,1
4154,5,2,258,2,4,5965,1,0,0,0,0,0,0,1,0,0,1,1
8888,4,1,231,5,10,1144,1,0,0,0,0,0,1,0,0,0,1,1
7486,4,2,206,4,5,1679,0,0,1,0,0,0,0,1,0,0,1,1
7292,3,2,221,2,10,4715,1,0,0,0,0,0,0,1,0,0,1,0
59,4,1,150,3,17,1923,0,0,0,0,1,0,0,1,1,0,0,1
13,4,4,275,3,29,2602,0,0,0,0,1,1,0,0,1,0,0,0
8137,4,5,235,4,6,4633,0,0,0,0,1,0,0,1,0,0,1,0
4702,4,3,167,3,5,5791,0,0,1,0,0,0,0,1,0,0,1,0
8454,2,4,176,3,1,4509,0,0,0,1,0,0,0,1,0,1,0,0
9963,7,3,306,4,2,1790,0,1,0,0,0,0,0,1,0,1,0,0
4122,4,1,218,2,7,4597,0,0,0,1,0,1,0,0,0,1,0,0
8432,4,1,188,2,10,5085,1,0,0,0,0,0,0,1,0,1,0,0
5288,2,3,110,5,3,4124,1,0,0,0,0,0,0,1,0,1,0,0
1607,3,3,233,3,35,2204,0,0,0,0,1,0,0,1,0,0,1,0
9590,4,4,137,4,5,5095,1,0,0,0,0,1,0,0,0,0,1,1
5983,4,3,238,2,7,5808,0,0,0,0,1,0,0,1,0,1,0,0
4285,3,3,150,4,8,4357,0,0,0,0,1,0,0,1,0,0,1,1
916,5,5,261,8,39,2103,0,0,1,0,0,0,0,1,0,0,1,0
7123,4,1,168,2,8,5276,0,0,0,0,1,1,0,0,0,0,1,1
10234,5,5,226,4,10,5676,0,0,1,0,0,0,0,1,0,1,0,1
8265,5,5,258,5,6,1068,0,1,0,0,0,0,0,1,0,1,0,0
9453,5,3,230,5,4,1123,0,1,0,0,0,1,0,0,0,0,1,0
4695,3,1,230,2,1,4970,0,1,0,0,0,0,0,1,0,1,0,1
5864,4,3,134,2,2,4522,1,0,0,0,0,0,1,0,0,1,0,1
6822,5,2,266,5,1,1504,0,0,0,1,0,0,0,1,0,1,0,1
7539,6,3,218,3,6,4594,0,1,0,0,0,1,0,0,0,1,0,0
5913,3,5,284,2,10,5619,0,1,0,0,0,0,0,1,0,1,0,0
8711,4,5,223,3,9,5649,0,0,0,0,1,0,0,1,0,1,0,0
9155,6,3,276,4,5,1637,0,0,0,0,1,0,1,0,0,1,0,1
8499,4,5,234,3,10,4204,0,1,0,0,0,1,0,0,0,0,1,1
17,5,5,227,3,36,3952,0,0,0,0,1,0,0,1,0,0,1,0
8125,3,1,102,4,4,5936,0,0,0,0,1,0,0,1,0,0,1,1
3150,3,3,238,8,3,4943,0,0,0,1,0,1,0,0,0,0,1,1
4053,3,5,273,10,5,4608,0,1,0,0,0,0,0,1,0,0,1,1
2411,6,5,233,6,48,3341,0,0,0,0,1,0,0,1,0,0,1,0
8669,4,4,189,2,3,5837,0,0,0,0,1,0,0,1,0,0,1,0
5667,4,5,229,2,1,4869,0,1,0,0,0,0,0,1,0,0,1,1
7150,5,5,274,5,7,1875,0,0,1,0,0,0,0,1,0,1,0,0
2516,5,5,264,3,56,3482,1,0,0,0,0,0,0,1,0,0,1,1
565,4,3,216,2,52,3578,0,0,0,0,1,0,0,1,0,1,0,0
4420,4,5,206,2,10,4264,0,0,1,0,0,0,0,1,0,1,0,1
1904,4,5,277,5,32,1055,1,0,0,0,0,0,1,0,0,0,1,1
5992,4,4,187,3,8,4893,0,0,1,0,0,0,0,1,0,1,0,1
1916,2,5,189,2,38,3708,1,0,0,0,0,1,0,0,0,1,0,0
9728,4,2,257,3,8,5772,1,0,0,0,0,1,0,0,0,0,1,0
5962,5,2,259,5,8,1678,0,0,1,0,0,0,0,1,0,1,0,0
4070,4,4,129,6,7,4873,1,0,0,0,0,0,0,1,0,0,1,1
3635,5,5,152,6,2,4915,0,0,0,0,1,0,0,1,0,0,1,0
4901,4,3,164,2,3,5735,0,0,0,0,1,0,0,1,0,1,0,0
4451,5,2,168,2,3,4928,0,0,0,0,1,0,0,1,1,0,0,1
1960,3,3,207,3,62,3277,0,0,1,0,0,0,0,1,0,1,0,1
7016,6,1,103,4,2,5089,1,0,0,0,0,0,0,1,0,1,0,0
7518,6,2,260,3,2,4071,0,0,0,1,0,0,1,0,0,1,0,0
3793,2,2,230,3,7,4889,0,0,0,0,1,0,0,1,0,1,0,1
1821,4,4,226,5,12,2708,0,1,0,0,0,0,0,1,0,0,1,1
8796,5,1,151,4,5,4549,0,0,0,1,0,0,0,1,0,1,0,0
10544,4,1,195,2,3,4165,1,0,0,0,0,1,0,0,0,1,0,1
6659,5,3,224,4,7,4553,0,0,0,0,1,0,0,1,0,1,0,0
1862,2,1,104,7,30,1870,1,0,0,0,0,0,0,1,0,1,0,0
1918,4,5,207,2,49,3736,0,0,1,0,0,1,0,0,0,0,1,1
7337,3,1,207,4,9,4252,0,0,0,0,1,0,0,1,0,1,0,0
10729,5,4,232,5,5,1861,0,0,0,0,1,0,0,1,0,0,1,0
224,3,4,192,3,31,3331,1,0,0,0,0,0,0,1,0,0,1,1
1340,4,2,183,4,15,3632,1,0,0,0,0,0,0,1,0,1,0,0
7169,6,3,290,4,5,1784,0,0,0,0,1,0,0,1,0,1,0,0
6058,3,4,163,3,7,5913,0,0,1,0,0,0,0,1,0,1,0,0
1951,5,1,165,3,27,1905,0,0,0,0,1,0,0,1,0,1,0,1
9552,6,1,276,2,10,5108,0,0,0,1,0,0,0,1,0,1,0,0
8421,4,3,187,4,9,5699,0,1,0,0,0,0,0,1,0,1,0,0
10148,5,3,243,6,10,1189,1,0,0,0,0,1,0,0,0,0,1,1
1578,5,4,153,6,35,1082,0,0,0,1,0,0,0,1,0,0,1,0
6856,3,5,151,6,8,4692,0,0,1,0,0,1,0,0,0,1,0,0
10218,5,3,274,5,7,1696,0,0,0,1,0,0,0,1,0,0,1,0
1520,3,3,205,2,2,2910,1,0,0,0,0,1,0,0,0,0,1,1
6605,7,4,259,4,6,1697,0,0,0,0,1,0,0,1,0,1,0,0
5930,4,3,109,2,4,5407,1,0,0,0,0,0,0,1,0,0,1,1
1971,4,4,240,3,62,3478,0,1,0,0,0,0,0,1,0,1,0,1
5641,4,1,209,4,1,5057,0,0,0,0,1,0,0,1,0,0,1,1
1014,2,2,153,2,46,1130,0,0,0,1,0,0,0,1,0,1,0,0
1051,2,1,163,3,24,1119,0,0,0,0,1,0,0,1,0,0,1,1
5575,3,4,214,2,10,4794,0,0,0,0,1,0,0,1,0,1,0,0
10294,3,5,181,4,1,5812,0,0,1,0,0,0,0,1,0,1,0,1
8861,6,3,260,4,1,1775,0,0,0,0,1,0,0,1,0,1,0,1
7308,4,4,161,2,8,4348,0,0,0,1,0,0,0,1,0,0,1,1
4140,3,5,232,3,10,5333,0,0,0,1,0,0,0,1,0,1,0,0
8324,5,4,226,5,4,1518,1,0,0,0,0,0,0,1,0,0,1,1
10316,3,2,211,2,4,4978,1,0,0,0,0,0,0,1,0,1,0,0
6223,6,5,244,4,2,1980,0,0,0,0,1,0,0,1,0,0,1,1
10773,5,4,223,5,2,1713,0,1,0,0,0,0,0,1,0,1,0,1
5472,4,1,241,3,4,4493,0,0,0,1,0,0,1,0,0,1,0,0
3973,5,2,165,2,6,4819,0,0,0,0,1,1,0,0,0,0,1,1
4492,4,4,252,4,4,4832,0,0,1,0,0,0,0,1,0,0,1,1
7805,3,2,219,6,9,5263,0,0,0,0,1,1,0,0,0,1,0,1
8653,4,1,255,5,9,1793,0,0,0,0,1,0,0,1,0,1,0,1
3920,2,1,168,3,7,4008,1,0,0,0,0,0,0,1,0,1,0,1
7368,4,1,179,4,2,4071,0,0,0,1,0,0,0,1,0,0,1,1
9284,5,4,235,3,3,4411,1,0,0,0,0,0,0,1,0,1,0,0
10583,3,2,209,2,5,5713,0,0,0,0,1,0,0,1,0,1,0,0
4955,2,2,177,4,8,5878,0,0,0,0,1,0,0,1,0,1,0,0
5614,3,2,257,5,5,4130,0,0,1,0,0,1,0,0,0,1,0,0
1059,4,3,158,6,43,1478,0,1,0,0,0,0,0,1,0,0,1,0
2671,4,3,233,2,47,3606,0,0,0,0,1,0,0,1,0,0,1,1
958,4,1,161,2,21,1075,0,0,1,0,0,1,0,0,1,0,0,1
1613,4,4,143,8,39,1345,0,0,0,0,1,0,0,1,0,0,1,1
6320,5,5,228,3,8,4731,1,0,0,0,0,0,0,1,0,0,1,1
2107,5,5,106,5,46,1275,0,0,0,0,1,0,0,1,0,1,0,1
9716,4,3,167,2,1,5409,1,0,0,0,0,0,1,0,0,0,1,1
4261,5,1,171,4,9,4418,0,0,0,0,1,1,0,0,0,0,1,1
5953,5,1,233,7,5,5759,0,0,0,0,1,0,0,1,0,0,1,1
969,2,1,121,2,18,1839,0,1,0,0,0,1,0,0,0,0,1,1
5403,5,3,192,3,6,4037,0,1,0,0,0,0,0,1,0,0,1,1
6493,7,3,133,5,4,1783,0,0,0,0,1,0,0,1,0,1,0,1
3789,3,1,154,10,3,4524,0,1,0,0,0,0,0,1,0,0,1,1
6202,4,2,252,3,8,4262,0,0,1,0,0,0,0,1,0,0,1,0
10397,5,2,171,3,6,4656,0,0,0,0,1,0,1,0,0,1,0,0
6422,3,5,258,4,3,4212,1,0,0,0,0,0,1,0,0,1,0,1
5567,4,2,245,2,3,4000,0,0,0,0,1,0,0,1,0,1,0,0
8012,5,3,252,5,3,1474,1,0,0,0,0,0,0,1,0,1,0,0
5443,3,1,162,3,7,5971,0,0,0,0,1,0,0,1,0,0,1,1
4449,4,3,198,3,1,5846,0,1,0,0,0,0,0,1,0,0,1,1
4167,3,2,231,3,5,5046,0,1,0,0,0,0,0,1,0,1,0,1
418,5,2,178,3,48,1517,0,0,1,0,0,1,0,0,0,1,0,0
4553,6,3,244,4,5,1668,0,0,0,0,1,0,0,1,0,1,0,1
7387,4,1,157,7,7,4385,0,0,0,0,1,0,1,0,0,1,0,1
2575,5,5,157,4,60,1407,0,0,0,0,1,0,0,1,0,0,1,0
2250,4,1,238,3,33,2013,0,0,0,1,0,0,0,1,0,1,0,1
4731,6,3,274,6,2,4281,0,1,0,0,0,0,0,1,0,0,1,1
7635,2,4,193,2,5,5706,0,1,0,0,0,0,0,1,0,1,0,1
6889,6,2,279,4,1,1150,0,0,0,0,1,0,0,1,0,1,0,0
1496,5,2,156,4,39,1204,1,0,0,0,0,0,1,0,0,0,1,0
10014,3,3,185,2,4,4746,0,0,0,1,0,1,0,0,0,1,0,0
1400,4,3,247,4,16,2362,1,0,0,0,0,0,0,1,0,1,0,0
8890,6,5,282,4,4,1035,0,0,1,0,0,0,1,0,0,1,0,0
2600,5,4,190,2,23,3960,1,0,0,0,0,1,0,0,0,0,1,1
1612,3,5,181,3,22,3575,0,0,1,0,0,0,0,1,0,0,1,0
557,2,3,198,2,28,3514,0,0,0,0,1,1,0,0,0,0,1,0
5566,3,2,189,6,7,4329,0,0,1,0,0,0,0,1,0,1,0,0
4198,4,3,200,4,7,4953,0,0,1,0,0,0,0,1,0,0,1,1
8749,4,2,133,3,5,5950,0,0,0,0,1,0,1,0,0,0,1,1
10713,5,5,221,5,8,1123,0,1,0,0,0,0,0,1,0,1,0,1
5042,6,3,247,4,9,1011,1,0,0,0,0,0,1,0,0,0,1,1
3608,3,5,257,3,5,5657,1,0,0,0,0,0,0,1,0,1,0,0
6589,5,3,218,5,6,1278,0,0,0,0,1,1,0,0,0,1,0,1
7162,4,3,226,6,6,1704,0,0,1,0,0,0,0,1,0,0,1,0
6183,5,3,182,2,4,5579,0,1,0,0,0,0,0,1,0,1,0,0
4749,5,5,232,3,5,5338,0,1,0,0,0,0,0,1,0,1,0,1
6488,3,1,194,3,1,5566,1,0,0,0,0,0,0,1,0,1,0,1
207,2,2,160,3,48,1691,0,1,0,0,0,0,0,1,0,1,0,0
2175,3,5,230,3,49,3477,0,1,0,0,0,0,1,0,0,1,0,1
3673,4,1,153,2,9,4359,0,0,0,0,1,0,1,0,0,0,1,0
280,3,1,205,3,39,3062,0,0,1,0,0,1,0,0,0,0,1,0
4756,6,5,265,4,7,1404,0,0,1,0,0,0,0,1,0,1,0,0
8472,3,3,227,3,3,5644,0,0,0,1,0,0,1,0,0,0,1,0
756,4,5,195,5,10,3537,0,0,0,1,0,0,0,1,0,0,1,1
883,3,2,251,2,5,3443,0,0,0,0,1,0,0,1,0,1,0,1
3849,3,3,221,2,5,4205,0,1,0,0,0,1,0,0,0,0,1,1
8554,6,5,308,4,8,1164,0,0,1,0,0,0,0,1,0,1,0,0
9871,3,3,214,2,9,4185,0,0,0,0,1,1,0,0,0,0,1,1
2019,4,4,212,3,50,2073,0,1,0,0,0,0,0,1,0,0,1,0
3426,3,5,168,5,9,5731,0,0,0,1,0,1,0,0,0,0,1,0
5856,3,4,203,2,9,5735,0,0,0,1,0,0,0,1,0,1,0,0
316,4,2,238,2,17,3358,0,0,1,0,0,0,0,1,1,0,0,0
9652,3,2,158,2,9,4881,0,0,1,0,0,0,0,1,0,0,1,0
2994,5,5,160,3,55,1911,0,0,0,1,0,0,1,0,0,0,1,0
4487,6,4,210,5,2,4651,0,0,0,0,1,0,0,1,0,0,1,0
7145,5,4,243,5,2,1637,0,0,0,0,1,0,0,1,0,1,0,1
1976,4,3,162,3,53,1194,1,0,0,0,0,0,0,1,0,1,0,0
3029,3,2,224,3,40,2180,0,0,0,0,1,1,0,0,0,1,0,0
6367,3,1,266,3,5,5154,0,0,0,0,1,0,0,1,0,1,0,0
5200,5,5,259,3,5,4315,0,0,1,0,0,0,1,0,0,0,1,1
2375,3,2,183,3,25,2023,0,0,0,0,1,0,0,1,0,0,1,1
7920,4,1,261,2,9,4158,0,0,0,1,0,0,1,0,0,0,1,1
10842,5,5,251,2,5,5178,0,0,0,1,0,0,0,1,0,0,1,1
1235,3,2,169,2,19,1922,0,0,0,0,1,1,0,0,0,0,1,1
5168,5,4,269,2,9,5517,1,0,0,0,0,0,0,1,0,1,0,1
7566,4,3,261,4,9,5116,0,0,0,1,0,0,0,1,0,0,1,0
5579,5,5,139,4,3,4433,0,0,0,0,1,0,0,1,0,0,1,1
10565,5,4,135,4,4,4541,0,0,0,0,1,1,0,0,0,0,1,0
1287,4,1,191,3,4,2724,0,1,0,0,0,0,0,1,0,1,0,0
9409,7,1,264,4,5,1238,0,0,0,0,1,0,0,1,0,0,1,1
6727,2,3,226,2,2,4566,0,0,0,0,1,1,0,0,0,0,1,0
5054,3,4,186,3,1,5922,1,0,0,0,0,0,1,0,1,0,0,0
8506,3,2,229,3,9,4491,0,0,1,0,0,1,0,0,0,0,1,0
1754,6,5,260,4,10,2756,1,0,0,0,0,0,1,0,1,0,0,0
7001,4,1,181,2,2,4154,0,0,0,0,1,1,0,0,0,1,0,0
4981,3,2,156,7,9,5313,0,0,0,0,1,0,0,1,0,0,1,1
1950,4,3,148,2,29,1809,0,0,0,1,0,0,0,1,0,1,0,0
556,3,3,255,2,7,3311,0,0,1,0,0,1,0,0,1,0,0,0
10439,2,5,235,3,10,5775,0,0,0,0,1,0,0,1,1,0,0,1
6388,4,4,159,3,1,4194,0,0,1,0,0,0,0,1,0,1,0,1
10878,3,5,272,2,6,4652,0,0,0,1,0,0,0,1,0,0,1,0
2464,5,3,167,2,3,1140,0,0,1,0,0,1,0,0,0,1,0,0
4248,4,1,183,4,9,5157,0,0,0,1,0,1,0,0,0,1,0,0
1409,4,5,258,2,5,3512,0,0,0,0,1,0,0,1,1,0,0,0
7269,2,3,175,6,6,5341,0,1,0,0,0,1,0,0,1,0,0,1
7251,3,1,190,3,1,5065,0,1,0,0,0,0,1,0,0,1,0,1
859,4,1,265,4,30,3896,0,0,0,0,1,0,0,1,0,1,0,1
8434,3,5,147,3,8,5272,0,0,1,0,0,0,0,1,0,0,1,0
8682,3,4,214,3,1,5722,0,0,0,1,0,0,0,1,0,1,0,1
249,5,5,161,5,54,1511,0,1,0,0,0,0,1,0,1,0,0,1
4408,3,3,147,3,4,5805,0,0,1,0,0,0,0,1,0,1,0,0
4840,6,4,260,5,2,4687,0,0,1,0,0,0,0,1,0,0,1,0
9256,5,3,273,4,1,5119,0,0,1,0,0,0,0,1,0,0,1,0
6547,6,2,251,4,6,1864,0,0,0,0,1,0,0,1,0,0,1,1
111,4,2,239,3,65,3679,0,1,0,0,0,0,1,0,0,1,0,1
9876,6,1,173,3,2,4892,0,0,0,1,0,1,0,0,0,0,1,1
6886,6,3,278,4,3,1033,0,0,1,0,0,0,0,1,1,0,0,1
5023,6,5,274,4,6,1066,0,0,0,0,1,0,0,1,0,1,0,0
1830,4,5,163,3,38,1146,0,0,0,1,0,0,0,1,0,1,0,0
8271,6,5,301,4,4,1707,0,1,0,0,0,0,0,1,0,1,0,1
5882,3,5,246,3,2,5556,1,0,0,0,0,0,1,0,0,1,0,1
9163,6,1,264,4,5,1900,0,0,0,0,1,0,1,0,0,1,0,0
1989,3,1,155,2,6,1490,0,1,0,0,0,0,0,1,0,0,1,1
8207,3,4,175,3,2,5272,0,0,0,0,1,0,1,0,0,1,0,1
8547,3,3,240,3,5,4888,0,1,0,0,0,0,0,1,0,1,0,1
3952,3,1,254,4,9,4571,0,0,1,0,0,0,1,0,0,0,1,0
2861,3,3,248,4,36,3276,0,0,0,0,1,0,1,0,0,1,0,1
398,4,3,152,3,58,1453,1,0,0,0,0,0,1,0,0,1,0,0
9378,4,4,167,4,2,5908,0,0,0,1,0,0,0,1,0,1,0,0
10451,5,5,248,5,1,1945,0,0,0,0,1,0,0,1,0,0,1,1
5302,4,3,229,2,8,5868,0,0,1,0,0,0,0,1,0,0,1,1
9766,5,2,182,4,9,5159,0,0,1,0,0,0,0,1,0,0,1,1
5936,6,3,202,4,3,4496,1,0,0,0,0,0,0,1,0,0,1,1
8909,7,2,288,4,4,1321,0,0,0,0,1,1,0,0,1,0,0,0
8697,5,4,252,3,2,4162,0,1,0,0,0,0,0,1,0,0,1,0
2565,3,2,198,3,15,3250,0,1,0,0,0,0,0,1,0,1,0,0
5366,3,4,166,2,10,5258,1,0,0,0,0,0,0,1,0,1,0,1
738,3,2,223,3,6,2127,0,0,0,1,0,0,0,1,0,0,1,1
1677,5,1,234,3,40,3340,0,1,0,0,0,0,0,1,0,0,1,0
5874,4,2,202,3,8,4575,0,0,0,1,0,0,1,0,0,1,0,0
5618,5,4,236,3,1,5711,1,0,0,0,0,1,0,0,0,0,1,1
3280,4,3,196,2,7,4116,0,0,1,0,0,0,1,0,0,0,1,1
2592,4,1,190,3,32,2774,0,0,0,1,0,0,1,0,0,1,0,1
10708,5,1,262,5,9,1893,0,0,1,0,0,0,0,1,0,0,1,1
6562,4,3,256,5,5,1533,0,0,1,0,0,0,1,0,0,1,0,1
8814,3,2,138,10,1,5721,0,0,0,1,0,0,0,1,0,1,0,0
10073,4,4,264,3,6,5959,0,0,0,0,1,0,0,1,0,1,0,0
4427,4,1,234,3,10,4375,0,0,0,0,1,0,0,1,1,0,0,0
5868,3,3,145,3,1,5709,0,0,0,1,0,0,1,0,0,0,1,0
7958,6,2,293,4,7,1477,1,0,0,0,0,1,0,0,0,1,0,1
6975,4,1,137,2,3,4657,0,1,0,0,0,0,1,0,0,1,0,0
9962,4,2,255,5,7,1378,1,0,0,0,0,0,0,1,0,1,0,1
4736,4,4,245,2,6,5772,1,0,0,0,0,0,0,1,0,1,0,0
1226,3,3,150,2,61,1053,1,0,0,0,0,0,1,0,0,0,1,1
5222,4,5,234,3,5,5213,1,0,0,0,0,1,0,0,0,1,0,0
10493,3,3,151,3,9,5082,0,0,0,0,1,0,0,1,0,1,0,0
6749,5,3,173,3,5,5395,0,0,0,0,1,0,0,1,0,1,0,0
6,3,4,250,3,3,2371,0,0,0,1,0,1,0,0,0,1,0,1
726,4,2,214,3,18,2574,0,0,0,1,0,0,0,1,0,1,0,1
8849,3,5,203,10,1,4996,0,0,0,0,1,0,0,1,0,0,1,1
7035,2,1,219,4,6,5124,0,1,0,0,0,0,0,1,0,1,0,0
7802,5,3,201,2,1,4548,1,0,0,0,0,0,1,0,0,1,0,1
6534,4,5,242,2,4,5341,0,0,0,1,0,0,0,1,0,1,0,0
6446,3,1,154,2,10,5594,1,0,0,0,0,1,0,0,0,1,0,1
10260,5,4,200,3,3,4225,0,0,0,1,0,0,1,0,0,0,1,0
2091,2,4,225,10,56,3384,0,1,0,0,0,0,0,1,1,0,0,0
3431,3,1,228,3,9,5530,0,0,0,0,1,1,0,0,0,0,1,0
66,3,2,109,3,15,1710,0,0,0,1,0,0,0,1,0,0,1,1
5622,4,3,266,6,5,5209,0,0,0,1,0,1,0,0,0,0,1,1
9043,5,5,225,4,3,5274,0,0,0,0,1,1,0,0,1,0,0,1
5152,3,1,134,3,10,4200,0,0,1,0,0,0,0,1,0,0,1,0
6882,5,3,223,5,10,1170,0,0,0,1,0,0,0,1,0,0,1,0
9206,3,2,226,2,10,4254,1,0,0,0,0,0,0,1,0,1,0,0
954,3,1,214,2,50,2720,0,0,0,1,0,1,0,0,0,1,0,1
2018,5,4,206,4,3,3755,1,0,0,0,0,0,0,1,0,1,0,1
8949,5,1,241,3,7,5342,0,1,0,0,0,0,0,1,0,1,0,0
5043,4,2,224,2,9,5603,0,1,0,0,0,0,1,0,0,1,0,0
8466,2,2,156,3,5,5628,0,0,0,1,0,0,0,1,0,1,0,1
4556,6,5,264,4,6,1005,1,0,0,0,0,0,0,1,0,1,0,0
3998,3,3,256,3,8,4070,1,0,0,0,0,0,0,1,0,0,1,0
6627,5,1,245,3,9,4694,0,1,0,0,0,0,0,1,0,1,0,1
1294,4,3,190,3,2,2125,0,0,1,0,0,0,0,1,0,0,1,1
1866,3,4,257,2,15,3981,0,0,0,1,0,0,0,1,1,0,0,0
2694,5,1,162,5,47,1727,0,0,0,1,0,0,0,1,0,1,0,1
8071,4,1,241,2,3,5672,0,0,0,0,1,0,1,0,0,1,0,0
1776,6,1,154,5,19,1842,0,0,0,1,0,1,0,0,0,0,1,0
10822,3,3,197,3,8,4568,0,0,1,0,0,1,0,0,0,0,1,0
7250,5,1,177,2,9,4881,1,0,0,0,0,0,1,0,0,0,1,0
1542,3,5,160,2,41,1495,0,0,0,1,0,0,0,1,0,0,1,1
774,3,5,110,3,55,1875,0,0,0,1,0,0,0,1,0,1,0,0
759,3,3,202,3,35,3986,0,1,0,0,0,0,0,1,0,0,1,1
2666,3,2,138,3,49,1923,1,0,0,0,0,0,0,1,0,1,0,0
7823,3,5,257,3,4,5196,0,0,0,0,1,1,0,0,0,0,1,0
460,4,1,202,3,18,3940,0,0,1,0,0,0,0,1,0,0,1,1
8227,3,4,224,3,10,4806,0,0,0,0,1,1,0,0,0,1,0,1
6787,4,4,247,3,2,5324,0,0,0,0,1,0,0,1,1,0,0,1
